ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-150,Source2,2,2016-02-15 07:28:24,2016-02-15 07:58:24,39.808121,-84.173477,,,0.01,Lane blocked due to accident on Wagoner Ford Rd at Chuck Wagner Ln.,Chuck Wagner Ln,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-15 07:56:00,24.1,18.2,96.0,30.02,0.8,SE,4.6,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-151,Source2,2,2016-02-15 07:37:49,2016-02-15 08:07:49,41.410461,-81.725853,,,0.0,Accident on Westlake Ave at Torrington Ave.,Westlake Ave,Cleveland,Cuyahoga,OH,44129-2344,US,US/Eastern,KCLE,2016-02-15 07:51:00,21.0,9.3,85.0,30.1,4.0,SSE,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-152,Source2,3,2016-02-15 07:46:58,2016-02-15 08:16:58,39.747753,-84.20558199999998,,,0.01,Lane blocked due to accident on I-75 Northbound at Exits 52 52B US-35.,I-75 S,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-15 07:56:00,24.1,18.2,96.0,30.02,0.8,SE,4.6,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-153,Source2,3,2016-02-15 07:52:29,2016-02-15 08:22:29,39.6395,-84.23136099999998,,,0.01,Lane blocked due to accident on I-75 Northbound at OH-725 Miamisburg Centerville Rd.,Miamisburg Centerville Rd,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,2016-02-15 07:53:00,26.1,17.6,92.0,30.01,4.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-154,Source2,2,2016-02-15 08:00:58,2016-02-15 08:30:58,39.94537,-82.88744399999999,,,0.01,Lane blocked due to accident on Livingston Ave at Yearling Rd.,S Yearling Rd,Columbus,Franklin,OH,43227-2072,US,US/Eastern,KCMH,2016-02-15 07:51:00,24.1,17.0,91.0,30.06,1.0,SE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-155,Source2,2,2016-02-15 08:11:33,2016-02-15 08:41:33,39.79813,-84.24479699999998,,,0.01,Lane blocked due to accident on Siebenthaler Ave at Klepinger Rd.,Klepinger Rd,Dayton,Montgomery,OH,45406,US,US/Eastern,KDAY,2016-02-15 08:23:00,25.0,17.1,96.0,29.99,0.8,South,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-156,Source2,2,2016-02-15 08:10:15,2016-02-15 08:40:15,40.081715,-82.89576,,,0.01,Lane blocked due to accident on OH-161 New Albany Expy Eastbound at Sunbury Rd.,S Sunbury Rd,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-02-15 07:51:00,24.1,17.0,91.0,30.06,1.0,SE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-157,Source2,2,2016-02-15 08:15:01,2016-02-15 09:04:00,41.111031,-81.550728,,,0.0,Accident on Burning Tree Dr near Saint Andrews Dr.,Burning Tree Dr,Akron,Summit,OH,44303-1209,US,US/Eastern,KAKR,2016-02-15 08:03:00,23.0,15.8,85.0,30.03,2.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-158,Source2,2,2016-02-15 08:31:47,2016-02-15 09:01:47,40.082016,-82.937119,,,0.01,Accident on OH-161 Dublin Granville Rd at Ponderosa Dr.,E Dublin Granville Rd,Columbus,Franklin,OH,43231,US,US/Eastern,KCMH,2016-02-15 08:51:00,26.1,19.4,88.0,30.06,1.0,SSE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-159,Source2,2,2016-02-15 08:39:04,2016-02-15 09:09:04,39.763363,-84.15535,,,0.0,Accident on 4th St at Philadelphia St.,E 4th St,Dayton,Montgomery,OH,45403-2111,US,US/Eastern,KFFO,2016-02-15 08:58:00,27.0,23.0,98.0,30.04,2.5,SSW,3.5,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-160,Source2,2,2016-02-15 11:31:02,2016-02-15 12:01:02,39.740063,-84.191833,,,0.01,Accident on Stewart St at Patterson Blvd.,W Stewart St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-15 11:51:00,32.0,26.4,100.0,29.99,1.5,SSE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-161,Source2,2,2016-02-15 12:30:47,2016-02-15 13:15:47,39.99876,-82.625221,,,0.01,Accident on County Hwy-39 York Rd at County Hwy-34 Blacks Rd.,Blacks Rd SW,Pataskala,Licking,OH,43062-8599,US,US/Eastern,KVTA,2016-02-15 12:54:00,32.0,24.8,85.0,29.99,5.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-162,Source2,2,2016-02-15 12:34:50,2016-02-15 13:19:50,39.740063,-84.191833,,,0.01,Accident on Stewart St at Patterson Blvd.,W Stewart St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-15 12:27:00,32.0,26.4,100.0,29.98,4.0,South,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-163,Source2,2,2016-02-15 12:53:44,2016-02-15 13:23:44,39.99519,-82.86859100000002,,,0.01,Accident on OH-317 Hamilton Rd near Sawyer Rd.,Sawyer Rd,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2016-02-15 12:51:00,30.9,23.5,89.0,29.99,2.0,South,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-164,Source2,1,2016-02-15 17:22:10,2016-02-15 18:07:10,41.395805,-81.935562,,,0.0,Accident on Westlawn Dr at Holly Dr.,Maplehurst Rd,North Olmsted,Cuyahoga,OH,44070-5152,US,US/Eastern,KCLE,2016-02-15 17:51:00,33.1,27.7,82.0,29.95,7.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-165,Source2,2,2016-02-15 18:27:18,2016-02-15 19:12:18,39.887058,-82.883263,,,0.01,Accident on OH-317 Hamilton Rd Southbound at Williams Rd. Approach with care.,Williams Rd,Groveport,Franklin,OH,43125,US,US/Eastern,KLCK,2016-02-15 18:35:00,33.6,30.6,94.0,29.86,7.0,East,3.5,,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-166,Source2,3,2016-02-15 19:37:18,2016-02-15 20:22:18,39.824703,-83.141228,,,0.01,Right lane blocked due to accident on I-71 Northbound at Exit 94 US-62 Harrisburg Pike. Approach with care.,I-71 N,Orient,Franklin,OH,43146,US,US/Eastern,KTZR,2016-02-15 19:35:00,32.9,,100.0,29.86,1.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-167,Source2,2,2016-02-15 21:09:25,2016-02-15 21:39:25,40.977516,-82.790749,,,0.0,Accident on County Hwy-208 Auburn Rd at County Hwy-50 Scott Rd.,N Auburn Rd,Tiro,Crawford,OH,44887-9600,US,US/Eastern,KMFD,2016-02-15 20:52:00,32.0,26.4,100.0,29.88,0.5,ESE,5.8,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-168,Source2,3,2016-02-16 04:05:51,2016-02-16 04:35:51,40.11195,-83.016663,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exit 23 US-23 High St. Expect delays.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 03:53:00,32.0,24.8,100.0,29.71,1.2,NW,8.1,0.04,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-169,Source2,3,2016-02-16 04:32:29,2016-02-16 05:02:29,41.150993,-81.631393,,,0.01,Accident on I-77 Northbound at Exit 138 Ghent Rd. Expect delays.,I-77 S,Akron,Summit,OH,44333,US,US/Eastern,KAKR,2016-02-16 04:54:00,34.0,28.0,89.0,29.67,1.2,North,6.9,0.03,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-170,Source2,3,2016-02-16 05:22:24,2016-02-16 05:52:24,39.824703,-83.141228,,,0.01,Accident on I-71 Northbound at Exit 94 US-62 Harrisburg Pike. Expect delays.,I-71 N,Orient,Franklin,OH,43146,US,US/Eastern,KTZR,2016-02-16 05:15:00,32.2,25.8,100.0,29.7,3.0,NW,6.9,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-171,Source2,2,2016-02-16 05:37:52,2016-02-16 06:07:52,39.885872,-82.806198,,,0.0,Accident on Wright Rd at Bowen Rd. Expect delays.,Bowen Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,2016-02-16 05:35:00,32.0,26.4,99.0,29.69,2.5,NNW,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-172,Source2,3,2016-02-16 06:05:20,2016-02-16 06:50:20,40.11195,-83.016663,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exit 23 US-23 High St.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 05:53:00,33.1,26.1,96.0,29.71,5.0,NNW,8.1,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-173,Source2,3,2016-02-16 06:17:32,2016-02-16 06:47:32,40.09917100000001,-83.134499,,,0.01,Accident on I-270 Outerbelt Northbound at Exits 17A 17B US-33 Columbus Marysville Rd. Expect delays.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-16 05:53:00,33.1,26.1,96.0,29.71,5.0,NNW,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-174,Source2,2,2016-02-16 06:32:55,2016-02-16 07:02:55,40.012829,-83.109131,,,0.01,Accident on Scioto Darby Rd at Dublin Rd. Expect delays.,Scioto Darby Rd,Columbus,Franklin,OH,43221,US,US/Eastern,KOSU,2016-02-16 06:53:00,32.0,23.0,96.0,29.71,5.0,NNW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-175,Source2,2,2016-02-16 06:29:15,2016-02-16 06:59:15,40.048183,-82.945183,,,0.01,Accident on OH-3 Westerville Rd at Ferris Rd / Walnut Creek Dr. Expect delays.,Westerville Rd,Columbus,Franklin,OH,43224-2585,US,US/Eastern,KCMH,2016-02-16 06:51:00,32.0,23.6,92.0,29.71,2.0,NNW,10.4,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-176,Source2,2,2016-02-16 06:39:15,2016-02-16 07:09:15,39.77792,-84.246872,,,0.0,Accident on Karwin Dr at Otterbein Ave. Expect delays.,Otterbein Ave,Dayton,Montgomery,OH,45406-3629,US,US/Eastern,KDAY,2016-02-16 06:56:00,30.9,22.2,96.0,29.78,2.0,NW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-177,Source2,3,2016-02-16 06:34:11,2016-02-16 07:04:11,39.917412,-83.014236,,,1.65,Left hand shoulder blocked due to accident on I-71 Southbound from Exit 105 Greenlawn Ave to Exit 104 OH-104 Frank Rd.,Frank Rd,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-16 06:15:00,32.2,25.8,100.0,29.69,4.0,NNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-178,Source2,3,2016-02-16 06:47:00,2016-02-16 07:17:00,41.313236,-81.810959,,,0.01,One lane blocked due to jackknifed truck on I-71 Southbound at Exits 231 231A 231B OH-82 Royalton Rd. Expect delays.,I-71 N,Strongsville,Cuyahoga,OH,44136,US,US/Eastern,KCLE,2016-02-16 06:51:00,32.0,24.8,92.0,29.73,1.8,North,8.1,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-179,Source2,2,2016-02-16 06:50:07,2016-02-16 07:20:07,39.691998,-84.043655,,,0.01,Accident on Alpha Bellbrook Rd at Indian Ripple Rd. Expect delays.,Indian Ripple Rd,Beavercreek,Montgomery,OH,45440-3606,US,US/Eastern,KMGY,2016-02-16 06:53:00,32.0,24.8,88.0,29.76,3.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-180,Source2,2,2016-02-16 06:50:44,2016-02-16 07:20:44,39.852417,-82.93860600000002,,,0.01,Accident on Alum Creek Dr at Toy Rd. Expect delays.,Toy Rd,Groveport,Franklin,OH,43125,US,US/Eastern,KLCK,2016-02-16 06:55:00,32.0,24.8,99.0,29.7,7.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-181,Source2,3,2016-02-16 07:02:31,2016-02-16 07:32:31,39.956909,-83.044914,,,0.01,Left hand shoulder blocked due to accident on I-70 Westbound at Exit 97 US-40 Broad St.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-16 07:25:00,32.0,25.6,100.0,29.72,3.0,NNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-182,Source2,2,2016-02-16 07:10:35,2016-02-16 07:40:35,39.602947,-82.951836,,,0.01,One lane blocked due to accident on US-23 US Highway 23 Southbound at US-22 US Highway 22 / US-22. Expect delays.,OH-56,Circleville,Pickaway,OH,43113,US,US/Eastern,KLCK,2016-02-16 07:15:00,32.0,23.6,99.0,29.71,7.0,NW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-183,Source2,2,2016-02-16 07:12:17,2016-02-16 07:42:17,39.89188400000001,-83.087547,,,0.01,Accident on Southwest Blvd at Farm Bank Way.,Southwest Blvd,Grove City,Franklin,OH,43123-2251,US,US/Eastern,KTZR,2016-02-16 07:25:00,32.0,25.6,100.0,29.72,3.0,NNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-184,Source2,2,2016-02-16 07:29:07,2016-02-16 07:59:07,39.78508400000001,-84.210564,,,0.01,Accident on OH-48 Main St at Fairview Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-3527,US,US/Eastern,KDAY,2016-02-16 07:27:00,30.0,21.1,100.0,29.75,2.0,NNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-185,Source2,3,2016-02-16 07:52:41,2016-02-16 08:22:41,40.1105,-82.977524,,,0.01,Accident on I-71 Northbound at Exits 119 119A 119B I-270 Outerbelt. Expect delays.,Outerbelt W,Columbus,Franklin,OH,43085,US,US/Eastern,KOSU,2016-02-16 07:53:00,32.0,24.2,96.0,29.75,3.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-186,Source2,2,2016-02-16 07:55:23,2016-02-16 08:25:23,40.757088,-82.50975,,,0.01,Accident on US-42 2nd St at US-42 Hedges St / 2nd St. Expect delays.,E 2nd St,Mansfield,Richland,OH,44902-2068,US,US/Eastern,KMFD,2016-02-16 07:52:00,30.0,21.1,100.0,29.73,5.0,NNW,10.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-187,Source2,3,2016-02-16 07:56:09,2016-02-16 08:26:09,41.063995,-81.57294499999998,,,0.01,Accident on I-77 Southbound at Exit 130 OH-261 Vernon Odom Blvd. Expect delays.,Vernon Odom Blvd,Akron,Summit,OH,44320-4026,US,US/Eastern,KAKR,2016-02-16 07:54:00,34.0,28.0,89.0,29.68,1.8,North,6.9,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-188,Source2,3,2016-02-16 07:58:47,2016-02-16 08:28:47,40.004749,-82.867638,,,0.01,One lane blocked due to accident on I-270 Outerbelt Northbound at Exit 37 OH-317 Hamilton Rd. Expect delays.,N Hamilton Rd,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-16 07:51:00,32.0,24.8,88.0,29.75,5.0,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-189,Source2,2,2016-02-16 08:13:51,2016-02-16 08:43:51,40.033955,-83.000862,,,0.01,Accident on US-23 Indianola Ave at Dunedin Rd.,Indianola Ave,Columbus,Franklin,OH,43214-3810,US,US/Eastern,KOSU,2016-02-16 07:53:00,32.0,24.2,96.0,29.75,3.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-190,Source2,2,2016-02-16 08:20:32,2016-02-16 08:50:32,38.929512,-83.495262,,,1.65,One lane blocked due to accident on OH-32 Appalachian Hwy Westbound from County Hwy-13 Lawshe Rd to Barry McFarland Dr.,Appalachian Hwy,Peebles,Adams,OH,45660,US,US/Eastern,KILN,2016-02-16 08:12:00,30.9,22.8,100.0,29.76,1.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-191,Source2,3,2016-02-16 08:26:30,2016-02-16 08:56:30,39.973419,-83.081558,,,0.01,One lane blocked due to accident on I-70 Westbound at Exit 95 Fisher Rd. Expect delays.,N Hague Ave,Columbus,Franklin,OH,43204-2174,US,US/Eastern,KTZR,2016-02-16 08:47:00,32.0,28.7,100.0,29.77,2.5,NW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-192,Source2,2,2016-02-16 08:36:20,2016-02-16 09:06:20,39.797958,-84.255135,,,0.01,Accident on Gettysburg Ave at Free Pike. Expect delays.,Free Pike,Dayton,Montgomery,OH,45416-1234,US,US/Eastern,KDAY,2016-02-16 08:41:00,30.0,23.2,96.0,29.79,1.5,NW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-193,Source2,3,2016-02-16 08:42:17,2016-02-16 09:12:17,40.057369,-82.903717,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 32 Morse Rd. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-16 08:51:00,32.0,24.8,88.0,29.78,4.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-194,Source2,2,2016-02-16 08:41:46,2016-02-16 09:11:46,39.847927,-82.848274,,,0.01,Accident on Groveport Rd at Rager Rd. Expect delays.,Groveport Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,2016-02-16 08:35:00,32.0,26.4,97.0,29.76,3.0,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-195,Source2,2,2016-02-16 08:57:31,2016-02-16 09:27:31,40.051949,-83.03280600000002,,,0.01,One lane blocked due to accident on OH-315 Olentangy Fwy Southbound at Exit 7 Olentangy River Rd. Expect delays.,W Henderson Rd,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-16 08:53:00,32.0,26.4,96.0,29.78,2.5,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196,Source2,2,2016-02-16 10:03:00,2016-02-16 13:00:00,40.051949,-83.03280600000002,,,0.01,Lane blocked on exit ramp due to accident on Olentangy River Rd Northbound at Olentangy River Rd / Henderson Rd.,W Henderson Rd,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-16 10:00:00,33.1,24.9,92.0,29.77,2.5,WNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-197,Source2,2,2016-02-16 10:58:52,2016-02-16 11:28:52,39.772823,-84.135612,,,0.0,Accident on Radio Rd at Smithville Rd. Expect delays.,Radio Rd,Dayton,Greene,OH,45431-1035,US,US/Eastern,KFFO,2016-02-16 10:58:00,31.1,25.4,88.0,29.86,6.0,WNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-198,Source2,2,2016-02-16 11:12:18,2016-02-16 11:42:18,39.673203,-84.221886,,,0.01,Accident on Alex Bell Rd at OH-741 Springboro Pike. Expect delays.,Springboro Pike,Dayton,Montgomery,OH,45449-2808,US,US/Eastern,KMGY,2016-02-16 11:29:00,30.9,22.8,76.0,29.81,6.0,WNW,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-199,Source2,2,2016-02-16 11:11:35,2016-02-16 11:41:35,39.76244000000001,-84.20506999999998,,,0.01,Accident on Riverview Ave at Salem Ave. Expect delays.,Salem Ave,Dayton,Montgomery,OH,45406,US,US/Eastern,KDAY,2016-02-16 11:06:00,30.0,24.1,92.0,29.82,1.8,NW,5.8,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-200,Source2,2,2016-02-16 11:10:17,2016-02-16 11:40:17,39.79166,-84.169342,,,0.0,Accident on Kuntz Rd at Janney Rd. Expect delays.,Kuntz Rd,Dayton,Montgomery,OH,45404-1222,US,US/Eastern,KFFO,2016-02-16 10:58:00,31.1,25.4,88.0,29.86,6.0,WNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
